block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
299,cube0,0.354545,585,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
299,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.682424,2776,52,13,66,0,64,0,80.000000,100.000000,93.333336,
299,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.630303,2690,65,0,64,0,66,0,100.000000,100.000000,100.000000,
300,cube0,0.347879,574,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
300,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,1,64,2,64,0,64,1.538462,1.538462,1.538462,
300,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.572727,2595,1,64,1,64,1,64,1.538462,1.538462,1.538462,
301,cube0,0.294545,486,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
301,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,65,0,65,0,65,0,100.000000,100.000000,100.000000,
301,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.612121,2660,65,0,65,0,65,0,100.000000,100.000000,100.000000,
302,cube0,0.347273,573,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
302,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,1,64,1,64,1,64,1.538462,1.538462,1.538462,
302,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.881818,3105,3,62,1,64,1,64,4.615385,1.538462,2.564103,
303,cube0,0.295152,487,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
303,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.813939,2993,65,0,65,0,65,0,100.000000,100.000000,100.000000,
303,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,63,2,65,0,65,0,96.923080,100.000000,98.974358,
304,cube0,0.365455,603,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
304,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,1,64,1,64,1,64,1.538462,1.538462,1.538462,
304,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.909697,3151,1,64,1,64,1,64,1.538462,1.538462,1.538462,
305,cube0,0.321212,530,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
305,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.444242,2383,65,0,66,0,64,0,100.000000,100.000000,100.000000,
305,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,65,0,64,0,66,0,100.000000,100.000000,100.000000,
306,cube0,0.312727,516,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
306,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.972121,3254,1,64,1,64,1,64,1.538462,1.538462,1.538462,
306,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.887879,3115,1,64,1,62,1,66,1.538462,1.538462,1.538462,
307,cube0,0.340606,562,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
307,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.585455,2616,65,0,67,0,63,0,100.000000,100.000000,100.000000,
307,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.500606,2476,65,0,67,0,63,0,100.000000,100.000000,100.000000,
308,cube0,0.315758,521,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
308,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.450303,2393,1,64,0,63,2,65,1.538462,1.538462,1.538462,
308,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417576,2339,1,64,1,64,1,64,1.538462,1.538462,1.538462,
309,cube0,0.361212,596,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
309,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,65,0,66,0,64,0,100.000000,100.000000,100.000000,
309,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.570303,2591,65,0,64,0,66,0,100.000000,100.000000,100.000000,
310,cube0,0.330909,546,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
310,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,65,0,1,64,1,64,100.000000,1.538462,34.358974,
310,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,65,0,1,64,1,64,100.000000,1.538462,34.358974,
311,cube0,0.372727,615,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
311,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632727,2694,1,64,65,0,65,0,1.538462,100.000000,67.179489,
311,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.829091,3018,1,64,65,0,65,0,1.538462,100.000000,67.179489,
312,cube0,0.307273,507,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
312,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,1,64,0,66,2,62,1.538462,1.538462,1.538462,
312,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.679394,2771,1,64,6,58,4,62,1.538462,7.692307,5.641026,
313,cube0,0.309697,511,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
313,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,65,0,61,0,69,0,100.000000,100.000000,100.000000,
313,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595152,2632,65,0,66,3,56,5,100.000000,93.846153,95.897438,
314,cube0,0.318788,526,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
314,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.489697,2458,1,64,1,64,1,64,1.538462,1.538462,1.538462,
314,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.390909,2295,46,19,1,64,1,64,70.769234,1.538462,24.615385,
315,cube0,0.352727,582,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
315,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596970,2635,65,0,65,0,65,0,100.000000,100.000000,100.000000,
315,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.476970,2437,20,45,65,0,65,0,30.769230,100.000000,76.923080,
316,cube0,0.344242,568,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
316,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,1,64,0,64,2,64,1.538462,1.538462,1.538462,
316,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,1,64,62,4,60,4,1.538462,93.846153,63.076923,
317,cube0,0.306667,506,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
317,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.590909,2625,65,0,65,0,65,0,100.000000,100.000000,100.000000,
317,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,65,0,5,60,5,60,100.000000,7.692307,38.461540,
318,cube0,0.363636,600,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
318,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.741818,2874,1,64,1,63,1,65,1.538462,1.538462,1.538462,
318,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,1,64,1,65,1,63,1.538462,1.538462,1.538462,
319,cube0,0.349091,576,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
319,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.852727,3057,65,0,63,0,67,0,100.000000,100.000000,100.000000,
319,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773333,2926,65,0,67,0,63,0,100.000000,100.000000,100.000000,
320,cube0,0.350909,579,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
320,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.492727,2463,1,64,0,64,2,64,1.538462,1.538462,1.538462,
320,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,1,64,1,64,1,64,1.538462,1.538462,1.538462,
321,cube0,0.287879,475,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
321,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.576970,2602,65,0,65,0,65,0,100.000000,100.000000,100.000000,
321,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.586667,2618,65,0,65,0,65,0,100.000000,100.000000,100.000000,
322,cube0,0.343636,567,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
322,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.583636,2613,1,64,1,64,1,64,1.538462,1.538462,1.538462,
322,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595758,2633,1,64,1,64,1,64,1.538462,1.538462,1.538462,
323,cube0,0.291515,481,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
323,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.777576,2933,65,0,65,0,65,0,100.000000,100.000000,100.000000,
323,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789697,2953,65,0,65,0,65,0,100.000000,100.000000,100.000000,
324,cube0,0.366061,604,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
324,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.883030,3107,1,64,1,64,1,64,1.538462,1.538462,1.538462,
324,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.862424,3073,1,64,1,64,1,64,1.538462,1.538462,1.538462,
325,cube0,0.323030,533,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
325,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,65,0,68,0,62,0,100.000000,100.000000,100.000000,
325,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,65,0,62,0,68,0,100.000000,100.000000,100.000000,
326,cube0,0.312121,515,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
326,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.473333,2431,1,64,1,64,1,64,1.538462,1.538462,1.538462,
326,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.464242,2416,1,64,1,64,1,64,1.538462,1.538462,1.538462,
327,cube0,0.340000,561,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
327,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.574546,2598,65,0,65,0,65,0,100.000000,100.000000,100.000000,
327,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.454545,2400,65,0,65,0,65,0,100.000000,100.000000,100.000000,
328,cube0,0.317576,524,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
328,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,14,51,1,64,1,64,21.538462,1.538462,8.205129,
328,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,2,63,1,64,1,64,3.076923,1.538462,2.051282,
329,cube0,0.351515,580,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
329,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.655151,2731,52,13,66,0,64,0,80.000000,100.000000,93.333336,
329,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694546,2796,64,1,64,0,66,0,98.461540,100.000000,99.487183,
330,cube0,0.327879,541,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
330,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575152,2599,1,64,1,64,1,64,1.538462,1.538462,1.538462,
330,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767273,2916,1,64,1,64,1,64,1.538462,1.538462,1.538462,
331,cube0,0.372121,614,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
331,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.747273,2883,65,0,65,0,65,0,100.000000,100.000000,100.000000,
331,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.467879,2422,65,0,65,0,65,0,100.000000,100.000000,100.000000,
332,cube0,0.307273,507,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
332,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,1,64,21,46,17,46,1.538462,29.230770,20.000000,
332,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.484848,2450,2,63,57,6,61,6,3.076923,90.769234,61.538460,
333,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
333,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.628485,2687,65,0,47,18,47,18,100.000000,72.307693,81.538460,
333,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,64,1,7,58,7,58,98.461540,10.769231,40.000000,
334,cube0,0.318182,525,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
334,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.477576,2438,17,48,1,64,1,64,26.153847,1.538462,9.743589,
334,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,1,64,1,64,1,64,1.538462,1.538462,1.538462,
335,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
335,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.526061,2518,49,16,65,0,65,0,75.384613,100.000000,91.794868,
335,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,65,0,65,0,65,0,100.000000,100.000000,100.000000,
336,cube0,0.340606,562,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
336,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.828485,3017,1,64,1,64,1,64,1.538462,1.538462,1.538462,
336,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.357576,2240,1,64,1,64,1,64,1.538462,1.538462,1.538462,
337,cube0,0.306061,505,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
337,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804848,2978,65,0,65,0,65,0,100.000000,100.000000,100.000000,
337,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.319394,2177,65,0,65,0,65,0,100.000000,100.000000,100.000000,
338,cube0,0.363636,600,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
338,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.429091,2358,1,64,1,65,1,63,1.538462,1.538462,1.538462,
338,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.503030,2480,1,64,64,0,66,0,1.538462,100.000000,67.179489,
339,cube0,0.353939,584,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
339,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.604242,2647,65,0,65,0,65,0,100.000000,100.000000,100.000000,
339,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,65,0,1,64,1,64,100.000000,1.538462,34.358974,
340,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
340,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.538182,2538,1,64,1,64,1,64,1.538462,1.538462,1.538462,
340,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,1,64,1,64,1,64,1.538462,1.538462,1.538462,
341,cube0,0.290909,480,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
341,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791515,2956,65,0,65,0,65,0,100.000000,100.000000,100.000000,
341,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.733333,2860,65,0,65,0,65,0,100.000000,100.000000,100.000000,
342,cube0,0.345455,570,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
342,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596364,2634,1,64,1,64,1,64,1.538462,1.538462,1.538462,
342,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.432121,2363,1,64,1,64,1,64,1.538462,1.538462,1.538462,
343,cube0,0.292121,482,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
343,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.703636,2811,65,0,65,0,65,0,100.000000,100.000000,100.000000,
343,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.588485,2621,65,0,65,0,65,0,100.000000,100.000000,100.000000,
344,cube0,0.364848,602,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
344,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.961818,3237,1,64,1,64,1,64,1.538462,1.538462,1.538462,
344,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.944242,3208,1,64,1,64,1,64,1.538462,1.538462,1.538462,
345,cube0,0.321818,531,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
345,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,65,0,64,0,66,0,100.000000,100.000000,100.000000,
345,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,65,0,66,0,64,0,100.000000,100.000000,100.000000,
346,cube0,0.313333,517,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
346,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.400606,2311,1,64,1,64,1,64,1.538462,1.538462,1.538462,
346,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,1,64,1,65,1,63,1.538462,1.538462,1.538462,
347,cube0,0.343636,567,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
347,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,65,0,64,0,66,0,100.000000,100.000000,100.000000,
347,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,65,0,65,0,65,0,100.000000,100.000000,100.000000,
348,cube0,0.316364,522,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
348,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.465455,2418,1,64,2,63,2,63,1.538462,3.076923,2.564103,
348,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.466667,2420,57,8,1,64,1,64,87.692307,1.538462,30.256411,
349,cube0,0.351515,580,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
349,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.649697,2722,65,0,61,2,67,0,100.000000,98.461540,98.974358,
349,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.556970,2569,9,56,67,0,63,0,13.846154,100.000000,71.282051,
350,cube0,0.329091,543,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
350,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.600606,2641,1,64,1,64,1,64,1.538462,1.538462,1.538462,
350,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.831515,3022,1,64,1,64,1,64,1.538462,1.538462,1.538462,
351,cube0,0.376970,622,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
351,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.773333,2926,65,0,65,0,65,0,100.000000,100.000000,100.000000,
351,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.656970,2734,65,0,65,0,65,0,100.000000,100.000000,100.000000,
352,cube0,0.307879,508,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
352,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.805454,2979,1,64,19,47,19,45,1.538462,29.230770,20.000000,
352,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.472727,2430,1,64,55,9,59,7,1.538462,87.692307,58.974358,
353,cube0,0.310909,513,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
353,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.698788,2803,65,0,47,18,47,18,100.000000,72.307693,81.538460,
353,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,65,0,8,57,10,55,100.000000,13.846154,42.564102,
354,cube0,0.320000,528,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
354,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,2,63,1,64,1,64,3.076923,1.538462,2.051282,
354,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,1,64,1,64,1,64,1.538462,1.538462,1.538462,
355,cube0,0.350909,579,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
355,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,64,1,65,0,65,0,98.461540,100.000000,99.487183,
355,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561212,2576,65,0,65,0,65,0,100.000000,100.000000,100.000000,
356,cube0,0.341818,564,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
356,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.786061,2947,1,64,1,64,1,64,1.538462,1.538462,1.538462,
356,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.452121,2396,1,64,1,64,1,64,1.538462,1.538462,1.538462,
357,cube0,0.307879,508,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
357,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,65,0,65,0,65,0,100.000000,100.000000,100.000000,
357,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.397576,2306,65,0,65,0,65,0,100.000000,100.000000,100.000000,
358,cube0,0.358788,592,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
358,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.444242,2383,1,64,1,65,1,63,1.538462,1.538462,1.538462,
358,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.398182,2307,1,64,49,15,55,11,1.538462,80.000000,53.846153,
359,cube0,0.355758,587,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
359,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.470303,2426,65,0,65,0,65,0,100.000000,100.000000,100.000000,
359,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392727,2298,65,0,12,53,16,49,100.000000,21.538462,47.692307,
