block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_write_cache_hit,aic_write_cache_miss_allocate,aic_r0_read_cache_hit,aic_r0_read_cache_miss_allocate,aic_r1_read_cache_hit,aic_r1_read_cache_miss_allocate,aic_write_hit_rate(%),aic_read_hit_rate(%),aic_total_hit_rate(%),aiv_time(us),aiv_total_cycles,aiv_write_cache_hit,aiv_write_cache_miss_allocate,aiv_r0_read_cache_hit,aiv_r0_read_cache_miss_allocate,aiv_r1_read_cache_hit,aiv_r1_read_cache_miss_allocate,aiv_write_hit_rate(%),aiv_read_hit_rate(%),aiv_total_hit_rate(%),
55,cube0,0.352727,582,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
55,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.590303,2624,50,15,63,0,67,0,76.923080,100.000000,92.307693,
55,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.580000,2607,6,59,65,0,65,0,9.230769,100.000000,69.743591,
56,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
56,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623636,2679,1,64,1,64,1,64,1.538462,1.538462,1.538462,
56,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,1,64,63,0,67,0,1.538462,100.000000,67.179489,
57,cube0,0.306667,506,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
57,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.818788,3001,65,0,67,0,63,0,100.000000,100.000000,100.000000,
57,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.663636,2745,65,0,1,64,1,64,100.000000,1.538462,34.358974,
58,cube0,0.364242,601,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
58,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.497576,2471,1,64,9,61,11,49,1.538462,15.384615,10.769231,
58,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689091,2787,65,0,43,17,39,31,100.000000,63.076923,75.384613,
59,cube0,0.350909,579,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
59,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587879,2620,65,0,56,9,56,9,100.000000,86.153847,90.769234,
59,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.383030,2282,1,64,26,39,24,41,1.538462,38.461540,26.153847,
60,cube0,0.347273,573,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
60,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.565455,2583,1,64,2,62,0,66,1.538462,1.538462,1.538462,
60,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529091,2523,1,64,0,66,2,62,1.538462,1.538462,1.538462,
61,cube0,0.293333,484,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
61,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,65,0,66,0,64,0,100.000000,100.000000,100.000000,
61,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732121,2858,65,0,64,0,66,0,100.000000,100.000000,100.000000,
62,cube0,0.344848,569,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
62,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416970,2338,1,64,1,65,1,63,1.538462,1.538462,1.538462,
62,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,1,64,1,63,1,65,1.538462,1.538462,1.538462,
63,cube0,0.294545,486,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
63,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.426667,2354,65,0,66,0,64,0,100.000000,100.000000,100.000000,
63,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.502424,2479,65,0,64,0,66,0,100.000000,100.000000,100.000000,
64,cube0,0.363636,600,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
64,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,4,61,1,64,1,64,6.153846,1.538462,3.076923,
64,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,1,64,1,64,1,64,1.538462,1.538462,1.538462,
65,cube0,0.323636,534,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
65,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.741818,2874,62,3,65,0,65,0,95.384613,100.000000,98.461540,
65,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587273,2619,65,0,65,0,65,0,100.000000,100.000000,100.000000,
66,cube0,0.312727,516,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
66,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,1,64,19,47,15,49,1.538462,26.153847,17.948717,
66,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.020000,3333,1,64,47,17,49,17,1.538462,73.846153,49.743591,
67,cube0,0.343030,566,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
67,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.695758,2798,65,0,49,16,49,16,100.000000,75.384613,83.589745,
67,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.573333,2596,65,0,18,47,18,47,100.000000,27.692308,51.794872,
68,cube0,0.315152,520,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
68,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,65,0,1,64,1,64,100.000000,1.538462,34.358974,
68,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.885455,3111,1,64,1,64,1,64,1.538462,1.538462,1.538462,
69,cube0,0.351515,580,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
69,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736970,2866,1,64,66,0,64,0,1.538462,100.000000,67.179489,
69,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689697,2788,65,0,64,0,66,0,100.000000,100.000000,100.000000,
70,cube0,0.329697,544,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
70,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.373333,2266,1,64,1,64,1,64,1.538462,1.538462,1.538462,
70,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,1,64,65,0,65,0,1.538462,100.000000,67.179489,
71,cube0,0.376970,622,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
71,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,65,0,65,0,65,0,100.000000,100.000000,100.000000,
71,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.651515,2725,65,0,1,64,1,64,100.000000,1.538462,34.358974,
72,cube0,0.306061,505,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
72,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.460000,2409,1,64,1,64,1,64,1.538462,1.538462,1.538462,
72,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.366061,2254,1,64,1,64,1,64,1.538462,1.538462,1.538462,
73,cube0,0.308485,509,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
73,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,65,0,63,0,67,0,100.000000,100.000000,100.000000,
73,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.421818,2346,65,0,67,0,63,0,100.000000,100.000000,100.000000,
74,cube0,0.320000,528,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
74,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.552121,2561,1,64,1,64,1,64,1.538462,1.538462,1.538462,
74,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.998182,3297,7,58,1,65,1,63,10.769231,1.538462,4.615385,
75,cube0,0.360606,595,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
75,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732727,2859,65,0,64,0,66,0,100.000000,100.000000,100.000000,
75,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,59,6,65,0,65,0,90.769234,100.000000,96.923080,
76,cube0,0.343636,567,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
76,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.555151,2566,1,64,1,64,1,64,1.538462,1.538462,1.538462,
76,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.795758,2963,65,0,61,0,69,0,100.000000,100.000000,100.000000,
77,cube0,0.304242,502,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
77,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.715758,2831,65,0,69,0,61,0,100.000000,100.000000,100.000000,
77,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569091,2589,1,64,1,64,1,64,1.538462,1.538462,1.538462,
78,cube0,0.363636,600,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
78,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,27,38,16,50,14,50,41.538460,23.076923,29.230770,
78,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.417576,2339,1,64,50,14,52,14,1.538462,78.461540,52.820515,
79,cube0,0.348485,575,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
79,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826667,3014,39,26,51,14,51,14,60.000000,78.461540,72.307693,
79,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.672121,2759,65,0,15,50,15,50,100.000000,23.076923,48.717949,
80,cube0,0.349091,576,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
80,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,1,64,0,64,2,64,1.538462,1.538462,1.538462,
80,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,28,37,2,64,0,64,43.076923,1.538462,15.384615,
81,cube0,0.289697,478,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
81,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627273,2685,65,0,66,0,64,0,100.000000,100.000000,100.000000,
81,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.614545,2664,38,27,64,0,66,0,58.461540,100.000000,86.153847,
82,cube0,0.344848,569,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
82,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.468485,2423,1,64,1,64,1,64,1.538462,1.538462,1.538462,
82,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732121,2858,1,64,1,64,1,64,1.538462,1.538462,1.538462,
83,cube0,0.292727,483,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
83,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.617576,2669,65,0,65,0,65,0,100.000000,100.000000,100.000000,
83,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,65,0,65,0,65,0,100.000000,100.000000,100.000000,
84,cube0,0.364848,602,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
84,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.480000,2442,64,1,1,64,1,64,98.461540,1.538462,33.846153,
84,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,2,63,1,61,1,67,3.076923,1.538462,2.051282,
85,cube0,0.323636,534,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,2,63,68,0,62,0,3.076923,100.000000,67.692307,
85,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.807273,2982,64,1,65,0,65,0,98.461540,100.000000,99.487183,
86,cube0,0.311515,514,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,1,64,3,58,3,66,1.538462,4.615385,3.589744,
86,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,1,64,57,12,51,10,1.538462,83.076920,55.897434,
87,cube0,0.341212,563,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
87,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,65,0,63,2,63,2,100.000000,96.923080,97.948715,
87,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.619394,2672,65,0,12,53,12,53,100.000000,18.461538,45.641026,
88,cube0,0.315758,521,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.489091,2457,1,64,1,64,1,64,1.538462,1.538462,1.538462,
88,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598182,2637,1,64,1,64,1,64,1.538462,1.538462,1.538462,
89,cube0,0.352121,581,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
89,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.601212,2642,65,0,65,0,65,0,100.000000,100.000000,100.000000,
89,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.771515,2923,65,0,65,0,65,0,100.000000,100.000000,100.000000,
90,cube0,0.327879,541,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
90,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.760606,2905,1,64,1,62,1,66,1.538462,1.538462,1.538462,
90,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.902424,3139,1,64,67,0,63,0,1.538462,100.000000,67.179489,
91,cube0,0.383030,632,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
91,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.529091,2523,65,0,65,0,65,0,100.000000,100.000000,100.000000,
91,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.550303,2558,65,0,1,64,1,64,100.000000,1.538462,34.358974,
92,cube0,0.306667,506,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
92,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,6,59,1,64,1,64,9.230769,1.538462,4.102564,
92,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,1,64,1,64,1,64,1.538462,1.538462,1.538462,
93,cube0,0.309091,510,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
93,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.511515,2494,60,5,63,0,67,0,92.307693,100.000000,97.435898,
93,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.505455,2484,65,0,67,0,63,0,100.000000,100.000000,100.000000,
94,cube0,0.317576,524,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
94,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.427273,2355,65,0,1,64,1,64,100.000000,1.538462,34.358974,
94,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.825455,3012,65,0,1,64,1,64,100.000000,1.538462,34.358974,
95,cube0,0.348485,575,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
95,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.590909,2625,1,64,65,0,65,0,1.538462,100.000000,67.179489,
95,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.553939,2564,1,64,65,0,65,0,1.538462,100.000000,67.179489,
96,cube0,0.340000,561,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
96,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.461818,2412,1,64,1,64,1,64,1.538462,1.538462,1.538462,
96,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.432121,2363,1,64,56,9,56,9,1.538462,86.153847,57.948719,
97,cube0,0.312727,516,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
97,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524242,2515,65,0,65,0,65,0,100.000000,100.000000,100.000000,
97,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.586667,2618,65,0,10,55,10,55,100.000000,15.384615,43.589745,
98,cube0,0.358182,591,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
98,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.375152,2269,65,0,1,62,1,66,100.000000,1.538462,34.358974,
98,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.502424,2479,16,49,6,61,6,57,24.615385,9.230769,14.358974,
99,cube0,0.349091,576,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
99,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.581212,2609,1,64,65,0,65,0,1.538462,100.000000,67.179489,
99,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.663030,2744,50,15,61,4,59,6,76.923080,92.307693,87.179489,
100,cube0,0.347273,573,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
100,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447879,2389,1,64,2,64,0,64,1.538462,1.538462,1.538462,
100,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.482424,2446,65,0,0,64,2,64,100.000000,1.538462,34.358974,
101,cube0,0.289091,477,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
101,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,65,0,65,0,65,0,100.000000,100.000000,100.000000,
101,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575152,2599,1,64,65,0,65,0,1.538462,100.000000,67.179489,
102,cube0,0.344848,569,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
102,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,1,64,1,64,1,64,1.538462,1.538462,1.538462,
102,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474545,2433,1,64,1,64,1,64,1.538462,1.538462,1.538462,
103,cube0,0.292121,482,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
103,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.649091,2721,65,0,65,0,65,0,100.000000,100.000000,100.000000,
103,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.719394,2837,65,0,65,0,65,0,100.000000,100.000000,100.000000,
104,cube0,0.369091,609,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
104,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,65,0,1,64,1,64,100.000000,1.538462,34.358974,
104,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,1,64,1,64,1,64,1.538462,1.538462,1.538462,
105,cube0,0.324242,535,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
105,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.904848,3143,1,64,65,0,65,0,1.538462,100.000000,67.179489,
105,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.751515,2890,65,0,65,0,65,0,100.000000,100.000000,100.000000,
106,cube0,0.313939,518,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
106,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.599394,2639,1,64,22,38,28,42,1.538462,38.461540,26.153847,
106,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.643030,2711,1,64,45,25,37,23,1.538462,63.076923,42.564102,
107,cube0,0.338788,559,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
107,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756364,2898,65,0,41,24,41,24,100.000000,63.076923,75.384613,
107,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.725455,2847,65,0,25,40,25,40,100.000000,38.461540,58.974358,
108,cube0,0.315758,521,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
108,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,1,64,1,64,1,64,1.538462,1.538462,1.538462,
108,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.405455,2319,1,64,1,64,1,64,1.538462,1.538462,1.538462,
109,cube0,0.353333,583,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.746667,2882,65,0,67,0,63,0,100.000000,100.000000,100.000000,
109,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.702424,2809,65,0,63,0,67,0,100.000000,100.000000,100.000000,
110,cube0,0.326667,539,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.515152,2500,1,64,1,65,1,63,1.538462,1.538462,1.538462,
110,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.552727,2562,1,64,64,0,66,0,1.538462,100.000000,67.179489,
111,cube0,0.375758,620,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,65,0,65,0,65,0,100.000000,100.000000,100.000000,
111,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623030,2678,65,0,1,64,1,64,100.000000,1.538462,34.358974,
112,cube0,0.306667,506,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.566061,2584,1,64,5,60,7,58,1.538462,9.230769,6.666667,
112,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,1,64,1,64,1,64,1.538462,1.538462,1.538462,
113,cube0,0.311515,514,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
113,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.818788,3001,65,0,55,6,65,4,100.000000,92.307693,94.871796,
113,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.691515,2791,65,0,69,0,61,0,100.000000,100.000000,100.000000,
114,cube0,0.321818,531,1,0,1,0,0,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
114,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.870303,3086,1,64,1,64,1,64,1.538462,1.538462,1.538462,
114,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.379394,2276,1,64,1,66,1,62,1.538462,1.538462,1.538462,
115,cube0,0.349091,576,1,0,0,0,1,0,100.000000,100.000000,100.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
115,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.495152,2467,65,0,63,0,67,0,100.000000,100.000000,100.000000,
115,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.568485,2588,65,0,65,0,65,0,100.000000,100.000000,100.000000,
