block_id,sub_block_id,aic_time(us),aic_total_cycles,aiv_time(us),aiv_total_cycles,aiv_ub_read_bw_vector(GB/s),aiv_ub_write_bw_vector(GB/s),aiv_ub_read_bw_scalar(GB/s),aiv_ub_write_bw_scalar(GB/s),
239,vector1,NA,NA,1.720000,2838,2.970346,2.333844,0.000000,0.000000,
240,cube0,0.352727,582,NA,NA,NA,NA,NA,NA,
240,vector0,NA,NA,1.582424,2611,2.970346,2.333844,0.000000,0.000000,
240,vector1,NA,NA,1.415151,2335,2.970346,2.333844,0.000000,0.000000,
241,cube0,0.289697,478,NA,NA,NA,NA,NA,NA,
241,vector0,NA,NA,1.615152,2665,2.970346,2.333844,0.000000,0.000000,
241,vector1,NA,NA,1.507879,2488,2.970346,2.333844,0.000000,0.000000,
242,cube0,0.356364,588,NA,NA,NA,NA,NA,NA,
242,vector0,NA,NA,1.648485,2720,2.970346,2.333844,0.000000,0.000000,
242,vector1,NA,NA,1.570909,2592,2.970346,2.333844,0.000000,0.000000,
243,cube0,0.295758,488,NA,NA,NA,NA,NA,NA,
243,vector0,NA,NA,1.742424,2875,2.970346,2.333844,0.000000,0.000000,
243,vector1,NA,NA,1.679394,2771,2.970346,2.333844,0.000000,0.000000,
244,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
244,vector0,NA,NA,1.789091,2952,2.970346,2.333844,0.000000,0.000000,
244,vector1,NA,NA,1.838788,3034,2.970346,2.333844,0.000000,0.000000,
245,cube0,0.323636,534,NA,NA,NA,NA,NA,NA,
245,vector0,NA,NA,1.404242,2317,2.970346,2.333844,0.000000,0.000000,
245,vector1,NA,NA,1.494545,2466,2.970346,2.333844,0.000000,0.000000,
246,cube0,0.311515,514,NA,NA,NA,NA,NA,NA,
246,vector0,NA,NA,1.564242,2581,2.970346,2.333844,0.000000,0.000000,
246,vector1,NA,NA,1.749697,2887,2.970346,2.333844,0.000000,0.000000,
247,cube0,0.342424,565,NA,NA,NA,NA,NA,NA,
247,vector0,NA,NA,1.638788,2704,2.970346,2.333844,0.000000,0.000000,
247,vector1,NA,NA,1.483030,2447,2.970346,2.333844,0.000000,0.000000,
248,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
248,vector0,NA,NA,1.519394,2507,2.970346,2.333844,0.000000,0.000000,
248,vector1,NA,NA,1.512727,2496,2.970346,2.333844,0.000000,0.000000,
249,cube0,0.352121,581,NA,NA,NA,NA,NA,NA,
249,vector0,NA,NA,1.790909,2955,2.970346,2.333844,0.000000,0.000000,
249,vector1,NA,NA,1.653333,2728,2.970346,2.333844,0.000000,0.000000,
250,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
250,vector0,NA,NA,1.548485,2555,2.970346,2.333844,0.000000,0.000000,
250,vector1,NA,NA,1.429697,2359,2.970346,2.333844,0.000000,0.000000,
251,cube0,0.373939,617,NA,NA,NA,NA,NA,NA,
251,vector0,NA,NA,1.689697,2788,2.970346,2.333844,0.000000,0.000000,
251,vector1,NA,NA,1.692727,2793,2.970346,2.333844,0.000000,0.000000,
252,cube0,0.305455,504,NA,NA,NA,NA,NA,NA,
252,vector0,NA,NA,1.481212,2444,2.970346,2.333844,0.000000,0.000000,
252,vector1,NA,NA,1.754545,2895,2.970346,2.333844,0.000000,0.000000,
253,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
253,vector0,NA,NA,1.523030,2513,2.970346,2.333844,0.000000,0.000000,
253,vector1,NA,NA,1.562424,2578,2.970346,2.333844,0.000000,0.000000,
254,cube0,0.321212,530,NA,NA,NA,NA,NA,NA,
254,vector0,NA,NA,1.540606,2542,2.970346,2.333844,0.000000,0.000000,
254,vector1,NA,NA,1.512121,2495,2.970346,2.333844,0.000000,0.000000,
255,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
255,vector0,NA,NA,1.701212,2807,2.970346,2.333844,0.000000,0.000000,
255,vector1,NA,NA,1.578182,2604,2.970346,2.333844,0.000000,0.000000,
256,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
256,vector0,NA,NA,1.693939,2795,2.970346,2.333844,0.000000,0.000000,
256,vector1,NA,NA,1.545455,2550,2.970346,2.333844,0.000000,0.000000,
257,cube0,0.305455,504,NA,NA,NA,NA,NA,NA,
257,vector0,NA,NA,1.626667,2684,2.970346,2.333844,0.000000,0.000000,
257,vector1,NA,NA,1.730909,2856,2.970346,2.333844,0.000000,0.000000,
258,cube0,0.366061,604,NA,NA,NA,NA,NA,NA,
258,vector0,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
258,vector1,NA,NA,1.555758,2567,2.970346,2.333844,0.000000,0.000000,
259,cube0,0.358182,591,NA,NA,NA,NA,NA,NA,
259,vector0,NA,NA,1.743030,2876,2.970346,2.333844,0.000000,0.000000,
259,vector1,NA,NA,1.727273,2850,2.970346,2.333844,0.000000,0.000000,
260,cube0,0.375758,620,NA,NA,NA,NA,NA,NA,
260,vector0,NA,NA,1.553939,2564,2.970346,2.333844,0.000000,0.000000,
260,vector1,NA,NA,1.543636,2547,2.970346,2.333844,0.000000,0.000000,
261,cube0,0.289697,478,NA,NA,NA,NA,NA,NA,
261,vector0,NA,NA,1.715758,2831,2.970346,2.333844,0.000000,0.000000,
261,vector1,NA,NA,1.675758,2765,2.970346,2.333844,0.000000,0.000000,
262,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
262,vector0,NA,NA,1.441212,2378,2.970346,2.333844,0.000000,0.000000,
262,vector1,NA,NA,1.942424,3205,2.970346,2.333844,0.000000,0.000000,
263,cube0,0.290909,480,NA,NA,NA,NA,NA,NA,
263,vector0,NA,NA,1.560606,2575,2.970346,2.333844,0.000000,0.000000,
263,vector1,NA,NA,1.612121,2660,2.970346,2.333844,0.000000,0.000000,
264,cube0,0.366667,605,NA,NA,NA,NA,NA,NA,
264,vector0,NA,NA,1.545455,2550,2.970346,2.333844,0.000000,0.000000,
264,vector1,NA,NA,1.848485,3050,2.970346,2.333844,0.000000,0.000000,
265,cube0,0.321818,531,NA,NA,NA,NA,NA,NA,
265,vector0,NA,NA,1.643030,2711,2.970346,2.333844,0.000000,0.000000,
265,vector1,NA,NA,1.544242,2548,2.970346,2.333844,0.000000,0.000000,
266,cube0,0.310909,513,NA,NA,NA,NA,NA,NA,
266,vector0,NA,NA,1.844242,3043,2.970346,2.333844,0.000000,0.000000,
266,vector1,NA,NA,1.841212,3038,2.970346,2.333844,0.000000,0.000000,
267,cube0,0.339394,560,NA,NA,NA,NA,NA,NA,
267,vector0,NA,NA,1.565455,2583,2.970346,2.333844,0.000000,0.000000,
267,vector1,NA,NA,1.520000,2508,2.970346,2.333844,0.000000,0.000000,
268,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
268,vector0,NA,NA,1.371515,2263,2.970346,2.333844,0.000000,0.000000,
268,vector1,NA,NA,1.507273,2487,2.970346,2.333844,0.000000,0.000000,
269,cube0,0.352121,581,NA,NA,NA,NA,NA,NA,
269,vector0,NA,NA,1.515758,2501,2.970346,2.333844,0.000000,0.000000,
269,vector1,NA,NA,1.538788,2539,2.970346,2.333844,0.000000,0.000000,
270,cube0,0.333333,550,NA,NA,NA,NA,NA,NA,
270,vector0,NA,NA,1.540606,2542,2.970346,2.333844,0.000000,0.000000,
270,vector1,NA,NA,1.819394,3002,2.970346,2.333844,0.000000,0.000000,
271,cube0,0.370909,612,NA,NA,NA,NA,NA,NA,
271,vector0,NA,NA,1.732727,2859,2.970346,2.333844,0.000000,0.000000,
271,vector1,NA,NA,1.566667,2585,2.970346,2.333844,0.000000,0.000000,
272,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
272,vector0,NA,NA,1.460000,2409,2.970346,2.333844,0.000000,0.000000,
272,vector1,NA,NA,1.670909,2757,2.970346,2.333844,0.000000,0.000000,
273,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
273,vector0,NA,NA,1.603030,2645,2.970346,2.333844,0.000000,0.000000,
273,vector1,NA,NA,1.721818,2841,2.970346,2.333844,0.000000,0.000000,
274,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
274,vector0,NA,NA,1.557576,2570,2.970346,2.333844,0.000000,0.000000,
274,vector1,NA,NA,1.517576,2504,2.970346,2.333844,0.000000,0.000000,
275,cube0,0.355152,586,NA,NA,NA,NA,NA,NA,
275,vector0,NA,NA,1.632121,2693,2.970346,2.333844,0.000000,0.000000,
275,vector1,NA,NA,1.646061,2716,2.970346,2.333844,0.000000,0.000000,
276,cube0,0.337576,557,NA,NA,NA,NA,NA,NA,
276,vector0,NA,NA,1.903636,3141,2.970346,2.333844,0.000000,0.000000,
276,vector1,NA,NA,1.499394,2474,2.970346,2.333844,0.000000,0.000000,
277,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
277,vector0,NA,NA,1.528485,2522,2.970346,2.333844,0.000000,0.000000,
277,vector1,NA,NA,1.506667,2486,2.970346,2.333844,0.000000,0.000000,
278,cube0,0.359394,593,NA,NA,NA,NA,NA,NA,
278,vector0,NA,NA,1.515758,2501,2.970346,2.333844,0.000000,0.000000,
278,vector1,NA,NA,1.385455,2286,2.970346,2.333844,0.000000,0.000000,
279,cube0,0.350303,578,NA,NA,NA,NA,NA,NA,
279,vector0,NA,NA,1.551515,2560,2.970346,2.333844,0.000000,0.000000,
279,vector1,NA,NA,1.543030,2546,2.970346,2.333844,0.000000,0.000000,
280,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
280,vector0,NA,NA,1.543030,2546,2.970346,2.333844,0.000000,0.000000,
280,vector1,NA,NA,1.584849,2615,2.970346,2.333844,0.000000,0.000000,
281,cube0,0.292727,483,NA,NA,NA,NA,NA,NA,
281,vector0,NA,NA,1.646061,2716,2.970346,2.333844,0.000000,0.000000,
281,vector1,NA,NA,1.610909,2658,2.970346,2.333844,0.000000,0.000000,
282,cube0,0.343636,567,NA,NA,NA,NA,NA,NA,
282,vector0,NA,NA,1.581818,2610,2.970346,2.333844,0.000000,0.000000,
282,vector1,NA,NA,1.569091,2589,2.970346,2.333844,0.000000,0.000000,
283,cube0,0.296970,490,NA,NA,NA,NA,NA,NA,
283,vector0,NA,NA,1.829091,3018,2.970346,2.333844,0.000000,0.000000,
283,vector1,NA,NA,1.666061,2749,2.970346,2.333844,0.000000,0.000000,
284,cube0,0.368485,608,NA,NA,NA,NA,NA,NA,
284,vector0,NA,NA,1.701212,2807,2.970346,2.333844,0.000000,0.000000,
284,vector1,NA,NA,1.844242,3043,2.970346,2.333844,0.000000,0.000000,
285,cube0,0.322424,532,NA,NA,NA,NA,NA,NA,
285,vector0,NA,NA,1.411515,2329,2.970346,2.333844,0.000000,0.000000,
285,vector1,NA,NA,1.536970,2536,2.970346,2.333844,0.000000,0.000000,
286,cube0,0.315152,520,NA,NA,NA,NA,NA,NA,
286,vector0,NA,NA,1.928485,3182,2.970346,2.333844,0.000000,0.000000,
286,vector1,NA,NA,1.855152,3061,2.970346,2.333844,0.000000,0.000000,
287,cube0,0.338788,559,NA,NA,NA,NA,NA,NA,
287,vector0,NA,NA,1.547879,2554,2.970346,2.333844,0.000000,0.000000,
287,vector1,NA,NA,1.453939,2399,2.970346,2.333844,0.000000,0.000000,
288,cube0,0.315152,520,NA,NA,NA,NA,NA,NA,
288,vector0,NA,NA,1.470909,2427,2.970346,2.333844,0.000000,0.000000,
288,vector1,NA,NA,1.527273,2520,2.970346,2.333844,0.000000,0.000000,
289,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
289,vector0,NA,NA,1.632121,2693,2.970346,2.333844,0.000000,0.000000,
289,vector1,NA,NA,1.665455,2748,2.970346,2.333844,0.000000,0.000000,
290,cube0,0.328485,542,NA,NA,NA,NA,NA,NA,
290,vector0,NA,NA,1.516970,2503,2.970346,2.333844,0.000000,0.000000,
290,vector1,NA,NA,1.821212,3005,2.970346,2.333844,0.000000,0.000000,
291,cube0,0.370909,612,NA,NA,NA,NA,NA,NA,
291,vector0,NA,NA,1.675151,2764,2.970346,2.333844,0.000000,0.000000,
291,vector1,NA,NA,1.528485,2522,2.970346,2.333844,0.000000,0.000000,
292,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
292,vector0,NA,NA,1.422424,2347,2.970346,2.333844,0.000000,0.000000,
292,vector1,NA,NA,1.748485,2885,2.970346,2.333844,0.000000,0.000000,
293,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
293,vector0,NA,NA,1.365455,2253,2.970346,2.333844,0.000000,0.000000,
293,vector1,NA,NA,1.716364,2832,2.970346,2.333844,0.000000,0.000000,
294,cube0,0.320606,529,NA,NA,NA,NA,NA,NA,
294,vector0,NA,NA,1.496364,2469,2.970346,2.333844,0.000000,0.000000,
294,vector1,NA,NA,1.475758,2435,2.970346,2.333844,0.000000,0.000000,
295,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
295,vector0,NA,NA,1.657576,2735,2.970346,2.333844,0.000000,0.000000,
295,vector1,NA,NA,1.510909,2493,2.970346,2.333844,0.000000,0.000000,
296,cube0,0.341212,563,NA,NA,NA,NA,NA,NA,
296,vector0,NA,NA,1.621212,2675,2.970346,2.333844,0.000000,0.000000,
296,vector1,NA,NA,1.457576,2405,2.970346,2.333844,0.000000,0.000000,
297,cube0,0.307879,508,NA,NA,NA,NA,NA,NA,
297,vector0,NA,NA,1.576364,2601,2.970346,2.333844,0.000000,0.000000,
297,vector1,NA,NA,1.435151,2368,2.970346,2.333844,0.000000,0.000000,
298,cube0,0.362424,598,NA,NA,NA,NA,NA,NA,
298,vector0,NA,NA,1.443030,2381,2.970346,2.333844,0.000000,0.000000,
298,vector1,NA,NA,1.413333,2332,2.970346,2.333844,0.000000,0.000000,
299,cube0,0.354545,585,NA,NA,NA,NA,NA,NA,
299,vector0,NA,NA,1.682424,2776,2.970346,2.333844,0.000000,0.000000,
299,vector1,NA,NA,1.630303,2690,2.970346,2.333844,0.000000,0.000000,
300,cube0,0.347879,574,NA,NA,NA,NA,NA,NA,
300,vector0,NA,NA,1.558182,2571,2.970346,2.333844,0.000000,0.000000,
300,vector1,NA,NA,1.572727,2595,2.970346,2.333844,0.000000,0.000000,
301,cube0,0.294545,486,NA,NA,NA,NA,NA,NA,
301,vector0,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
301,vector1,NA,NA,1.612121,2660,2.970346,2.333844,0.000000,0.000000,
302,cube0,0.347273,573,NA,NA,NA,NA,NA,NA,
302,vector0,NA,NA,1.579394,2606,2.970346,2.333844,0.000000,0.000000,
302,vector1,NA,NA,1.881818,3105,2.970346,2.333844,0.000000,0.000000,
303,cube0,0.295152,487,NA,NA,NA,NA,NA,NA,
303,vector0,NA,NA,1.813939,2993,2.970346,2.333844,0.000000,0.000000,
303,vector1,NA,NA,1.513939,2498,2.970346,2.333844,0.000000,0.000000,
304,cube0,0.365455,603,NA,NA,NA,NA,NA,NA,
304,vector0,NA,NA,1.787273,2949,2.970346,2.333844,0.000000,0.000000,
304,vector1,NA,NA,1.909697,3151,2.970346,2.333844,0.000000,0.000000,
305,cube0,0.321212,530,NA,NA,NA,NA,NA,NA,
305,vector0,NA,NA,1.444242,2383,2.970346,2.333844,0.000000,0.000000,
305,vector1,NA,NA,1.543636,2547,2.970346,2.333844,0.000000,0.000000,
306,cube0,0.312727,516,NA,NA,NA,NA,NA,NA,
306,vector0,NA,NA,1.972121,3254,2.970346,2.333844,0.000000,0.000000,
306,vector1,NA,NA,1.887879,3115,2.970346,2.333844,0.000000,0.000000,
307,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
307,vector0,NA,NA,1.585455,2616,2.970346,2.333844,0.000000,0.000000,
307,vector1,NA,NA,1.500606,2476,2.970346,2.333844,0.000000,0.000000,
308,cube0,0.315758,521,NA,NA,NA,NA,NA,NA,
308,vector0,NA,NA,1.450303,2393,2.970346,2.333844,0.000000,0.000000,
308,vector1,NA,NA,1.417576,2339,2.970346,2.333844,0.000000,0.000000,
309,cube0,0.361212,596,NA,NA,NA,NA,NA,NA,
309,vector0,NA,NA,1.529697,2524,2.970346,2.333844,0.000000,0.000000,
309,vector1,NA,NA,1.570303,2591,2.970346,2.333844,0.000000,0.000000,
310,cube0,0.330909,546,NA,NA,NA,NA,NA,NA,
310,vector0,NA,NA,1.494545,2466,2.970346,2.333844,0.000000,0.000000,
310,vector1,NA,NA,1.519394,2507,2.970346,2.333844,0.000000,0.000000,
311,cube0,0.372727,615,NA,NA,NA,NA,NA,NA,
311,vector0,NA,NA,1.632727,2694,2.970346,2.333844,0.000000,0.000000,
311,vector1,NA,NA,1.829091,3018,2.970346,2.333844,0.000000,0.000000,
312,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
312,vector0,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
312,vector1,NA,NA,1.679394,2771,2.970346,2.333844,0.000000,0.000000,
313,cube0,0.309697,511,NA,NA,NA,NA,NA,NA,
313,vector0,NA,NA,1.543636,2547,2.970346,2.333844,0.000000,0.000000,
313,vector1,NA,NA,1.595152,2632,2.970346,2.333844,0.000000,0.000000,
314,cube0,0.318788,526,NA,NA,NA,NA,NA,NA,
314,vector0,NA,NA,1.489697,2458,2.970346,2.333844,0.000000,0.000000,
314,vector1,NA,NA,1.390909,2295,2.970346,2.333844,0.000000,0.000000,
315,cube0,0.352727,582,NA,NA,NA,NA,NA,NA,
315,vector0,NA,NA,1.596970,2635,2.970346,2.333844,0.000000,0.000000,
315,vector1,NA,NA,1.476970,2437,2.970346,2.333844,0.000000,0.000000,
316,cube0,0.344242,568,NA,NA,NA,NA,NA,NA,
316,vector0,NA,NA,1.536364,2535,2.970346,2.333844,0.000000,0.000000,
316,vector1,NA,NA,1.517576,2504,2.970346,2.333844,0.000000,0.000000,
317,cube0,0.306667,506,NA,NA,NA,NA,NA,NA,
317,vector0,NA,NA,1.590909,2625,2.970346,2.333844,0.000000,0.000000,
317,vector1,NA,NA,1.521212,2510,2.970346,2.333844,0.000000,0.000000,
318,cube0,0.363636,600,NA,NA,NA,NA,NA,NA,
318,vector0,NA,NA,1.741818,2874,2.970346,2.333844,0.000000,0.000000,
318,vector1,NA,NA,1.632121,2693,2.970346,2.333844,0.000000,0.000000,
319,cube0,0.349091,576,NA,NA,NA,NA,NA,NA,
319,vector0,NA,NA,1.852727,3057,2.970346,2.333844,0.000000,0.000000,
319,vector1,NA,NA,1.773333,2926,2.970346,2.333844,0.000000,0.000000,
320,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
320,vector0,NA,NA,1.492727,2463,2.970346,2.333844,0.000000,0.000000,
320,vector1,NA,NA,1.447879,2389,2.970346,2.333844,0.000000,0.000000,
321,cube0,0.287879,475,NA,NA,NA,NA,NA,NA,
321,vector0,NA,NA,1.576970,2602,2.970346,2.333844,0.000000,0.000000,
321,vector1,NA,NA,1.586667,2618,2.970346,2.333844,0.000000,0.000000,
322,cube0,0.343636,567,NA,NA,NA,NA,NA,NA,
322,vector0,NA,NA,1.583636,2613,2.970346,2.333844,0.000000,0.000000,
322,vector1,NA,NA,1.595758,2633,2.970346,2.333844,0.000000,0.000000,
323,cube0,0.291515,481,NA,NA,NA,NA,NA,NA,
323,vector0,NA,NA,1.777576,2933,2.970346,2.333844,0.000000,0.000000,
323,vector1,NA,NA,1.789697,2953,2.970346,2.333844,0.000000,0.000000,
324,cube0,0.366061,604,NA,NA,NA,NA,NA,NA,
324,vector0,NA,NA,1.883030,3107,2.970346,2.333844,0.000000,0.000000,
324,vector1,NA,NA,1.862424,3073,2.970346,2.333844,0.000000,0.000000,
325,cube0,0.323030,533,NA,NA,NA,NA,NA,NA,
325,vector0,NA,NA,1.545455,2550,2.970346,2.333844,0.000000,0.000000,
325,vector1,NA,NA,1.520606,2509,2.970346,2.333844,0.000000,0.000000,
326,cube0,0.312121,515,NA,NA,NA,NA,NA,NA,
326,vector0,NA,NA,1.473333,2431,2.970346,2.333844,0.000000,0.000000,
326,vector1,NA,NA,1.464242,2416,2.970346,2.333844,0.000000,0.000000,
327,cube0,0.340000,561,NA,NA,NA,NA,NA,NA,
327,vector0,NA,NA,1.574546,2598,2.970346,2.333844,0.000000,0.000000,
327,vector1,NA,NA,1.454545,2400,2.970346,2.333844,0.000000,0.000000,
328,cube0,0.317576,524,NA,NA,NA,NA,NA,NA,
328,vector0,NA,NA,1.580000,2607,2.970346,2.333844,0.000000,0.000000,
328,vector1,NA,NA,1.564849,2582,2.970346,2.333844,0.000000,0.000000,
329,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
329,vector0,NA,NA,1.655151,2731,2.970346,2.333844,0.000000,0.000000,
329,vector1,NA,NA,1.694546,2796,2.970346,2.333844,0.000000,0.000000,
330,cube0,0.327879,541,NA,NA,NA,NA,NA,NA,
330,vector0,NA,NA,1.575152,2599,2.970346,2.333844,0.000000,0.000000,
330,vector1,NA,NA,1.767273,2916,2.970346,2.333844,0.000000,0.000000,
331,cube0,0.372121,614,NA,NA,NA,NA,NA,NA,
331,vector0,NA,NA,1.747273,2883,2.970346,2.333844,0.000000,0.000000,
331,vector1,NA,NA,1.467879,2422,2.970346,2.333844,0.000000,0.000000,
332,cube0,0.307273,507,NA,NA,NA,NA,NA,NA,
332,vector0,NA,NA,1.580606,2608,2.970346,2.333844,0.000000,0.000000,
332,vector1,NA,NA,1.484848,2450,2.970346,2.333844,0.000000,0.000000,
333,cube0,0.309091,510,NA,NA,NA,NA,NA,NA,
333,vector0,NA,NA,1.628485,2687,2.970346,2.333844,0.000000,0.000000,
333,vector1,NA,NA,1.561818,2577,2.970346,2.333844,0.000000,0.000000,
334,cube0,0.318182,525,NA,NA,NA,NA,NA,NA,
334,vector0,NA,NA,1.477576,2438,2.970346,2.333844,0.000000,0.000000,
334,vector1,NA,NA,1.539394,2540,2.970346,2.333844,0.000000,0.000000,
335,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
335,vector0,NA,NA,1.526061,2518,2.970346,2.333844,0.000000,0.000000,
335,vector1,NA,NA,1.701212,2807,2.970346,2.333844,0.000000,0.000000,
336,cube0,0.340606,562,NA,NA,NA,NA,NA,NA,
336,vector0,NA,NA,1.828485,3017,2.970346,2.333844,0.000000,0.000000,
336,vector1,NA,NA,1.357576,2240,2.970346,2.333844,0.000000,0.000000,
337,cube0,0.306061,505,NA,NA,NA,NA,NA,NA,
337,vector0,NA,NA,1.804848,2978,2.970346,2.333844,0.000000,0.000000,
337,vector1,NA,NA,1.319394,2177,2.970346,2.333844,0.000000,0.000000,
338,cube0,0.363636,600,NA,NA,NA,NA,NA,NA,
338,vector0,NA,NA,1.429091,2358,2.970346,2.333844,0.000000,0.000000,
338,vector1,NA,NA,1.503030,2480,2.970346,2.333844,0.000000,0.000000,
339,cube0,0.353939,584,NA,NA,NA,NA,NA,NA,
339,vector0,NA,NA,1.604242,2647,2.970346,2.333844,0.000000,0.000000,
339,vector1,NA,NA,1.551515,2560,2.970346,2.333844,0.000000,0.000000,
340,cube0,0.348485,575,NA,NA,NA,NA,NA,NA,
340,vector0,NA,NA,1.538182,2538,2.970346,2.333844,0.000000,0.000000,
340,vector1,NA,NA,1.536364,2535,2.970346,2.333844,0.000000,0.000000,
341,cube0,0.290909,480,NA,NA,NA,NA,NA,NA,
341,vector0,NA,NA,1.791515,2956,2.970346,2.333844,0.000000,0.000000,
341,vector1,NA,NA,1.733333,2860,2.970346,2.333844,0.000000,0.000000,
342,cube0,0.345455,570,NA,NA,NA,NA,NA,NA,
342,vector0,NA,NA,1.596364,2634,2.970346,2.333844,0.000000,0.000000,
342,vector1,NA,NA,1.432121,2363,2.970346,2.333844,0.000000,0.000000,
343,cube0,0.292121,482,NA,NA,NA,NA,NA,NA,
343,vector0,NA,NA,1.703636,2811,2.970346,2.333844,0.000000,0.000000,
343,vector1,NA,NA,1.588485,2621,2.970346,2.333844,0.000000,0.000000,
344,cube0,0.364848,602,NA,NA,NA,NA,NA,NA,
344,vector0,NA,NA,1.961818,3237,2.970346,2.333844,0.000000,0.000000,
344,vector1,NA,NA,1.944242,3208,2.970346,2.333844,0.000000,0.000000,
345,cube0,0.321818,531,NA,NA,NA,NA,NA,NA,
345,vector0,NA,NA,1.543636,2547,2.970346,2.333844,0.000000,0.000000,
345,vector1,NA,NA,1.533333,2530,2.970346,2.333844,0.000000,0.000000,
346,cube0,0.313333,517,NA,NA,NA,NA,NA,NA,
346,vector0,NA,NA,1.400606,2311,2.970346,2.333844,0.000000,0.000000,
346,vector1,NA,NA,1.529697,2524,2.970346,2.333844,0.000000,0.000000,
347,cube0,0.343636,567,NA,NA,NA,NA,NA,NA,
347,vector0,NA,NA,1.522424,2512,2.970346,2.333844,0.000000,0.000000,
347,vector1,NA,NA,1.540606,2542,2.970346,2.333844,0.000000,0.000000,
348,cube0,0.316364,522,NA,NA,NA,NA,NA,NA,
348,vector0,NA,NA,1.465455,2418,2.970346,2.333844,0.000000,0.000000,
348,vector1,NA,NA,1.466667,2420,2.970346,2.333844,0.000000,0.000000,
349,cube0,0.351515,580,NA,NA,NA,NA,NA,NA,
349,vector0,NA,NA,1.649697,2722,2.970346,2.333844,0.000000,0.000000,
349,vector1,NA,NA,1.556970,2569,2.970346,2.333844,0.000000,0.000000,
350,cube0,0.329091,543,NA,NA,NA,NA,NA,NA,
350,vector0,NA,NA,1.600606,2641,2.970346,2.333844,0.000000,0.000000,
350,vector1,NA,NA,1.831515,3022,2.970346,2.333844,0.000000,0.000000,
351,cube0,0.376970,622,NA,NA,NA,NA,NA,NA,
351,vector0,NA,NA,1.773333,2926,2.970346,2.333844,0.000000,0.000000,
351,vector1,NA,NA,1.656970,2734,2.970346,2.333844,0.000000,0.000000,
352,cube0,0.307879,508,NA,NA,NA,NA,NA,NA,
352,vector0,NA,NA,1.805454,2979,2.970346,2.333844,0.000000,0.000000,
352,vector1,NA,NA,1.472727,2430,2.970346,2.333844,0.000000,0.000000,
353,cube0,0.310909,513,NA,NA,NA,NA,NA,NA,
353,vector0,NA,NA,1.698788,2803,2.970346,2.333844,0.000000,0.000000,
353,vector1,NA,NA,1.557576,2570,2.970346,2.333844,0.000000,0.000000,
354,cube0,0.320000,528,NA,NA,NA,NA,NA,NA,
354,vector0,NA,NA,1.543030,2546,2.970346,2.333844,0.000000,0.000000,
354,vector1,NA,NA,1.517576,2504,2.970346,2.333844,0.000000,0.000000,
355,cube0,0.350909,579,NA,NA,NA,NA,NA,NA,
355,vector0,NA,NA,1.653333,2728,2.970346,2.333844,0.000000,0.000000,
355,vector1,NA,NA,1.561212,2576,2.970346,2.333844,0.000000,0.000000,
356,cube0,0.341818,564,NA,NA,NA,NA,NA,NA,
356,vector0,NA,NA,1.786061,2947,2.970346,2.333844,0.000000,0.000000,
356,vector1,NA,NA,1.452121,2396,2.970346,2.333844,0.000000,0.000000,
357,cube0,0.307879,508,NA,NA,NA,NA,NA,NA,
357,vector0,NA,NA,1.529697,2524,2.970346,2.333844,0.000000,0.000000,
357,vector1,NA,NA,1.397576,2306,2.970346,2.333844,0.000000,0.000000,
358,cube0,0.358788,592,NA,NA,NA,NA,NA,NA,
358,vector0,NA,NA,1.444242,2383,2.970346,2.333844,0.000000,0.000000,
358,vector1,NA,NA,1.398182,2307,2.970346,2.333844,0.000000,0.000000,
359,cube0,0.355758,587,NA,NA,NA,NA,NA,NA,
359,vector0,NA,NA,1.470303,2426,2.970346,2.333844,0.000000,0.000000,
359,vector1,NA,NA,1.392727,2298,2.970346,2.333844,0.000000,0.000000,
360,cube0,0.367879,607,NA,NA,NA,NA,NA,NA,
360,vector0,NA,NA,1.563636,2580,2.970346,2.333844,0.000000,0.000000,
360,vector1,NA,NA,1.592121,2627,2.970346,2.333844,0.000000,0.000000,
361,cube0,0.291515,481,NA,NA,NA,NA,NA,NA,
