block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
424,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.706667,2816,
425,cube0,0.321212,530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
425,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.683030,2777,
425,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.384242,2284,
426,cube0,0.311515,514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
426,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.522424,2512,
426,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.476970,2437,
427,cube0,0.339394,560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
427,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.678182,2769,
427,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.635758,2699,
428,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
428,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.487273,2454,
428,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.549091,2556,
429,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
429,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.701818,2808,
429,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.662424,2743,
430,cube0,0.331515,547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
430,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.537576,2537,
430,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.906667,3146,
431,cube0,0.372727,615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
431,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.526061,2518,
431,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.518788,2506,
432,cube0,0.307879,508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
432,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.493333,2464,
432,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.790909,2955,
433,cube0,0.308485,509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
433,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.635152,2698,
433,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.707879,2818,
434,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
434,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.530909,2526,
434,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.589091,2622,
435,cube0,0.349697,577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
435,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.586667,2618,
435,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.694546,2796,
436,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
436,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.407273,2322,
436,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.452121,2396,
437,cube0,0.323030,533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
437,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.555151,2566,
437,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.495758,2468,
438,cube0,0.364242,601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
438,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.832727,3024,
438,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.447273,2388,
439,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
439,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,
439,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.489697,2458,
440,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
440,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.437576,2372,
440,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.547273,2553,
441,cube0,0.295152,487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
441,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.638182,2703,
441,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.729091,2853,
442,cube0,0.346061,571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
442,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
442,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.362424,2248,
443,cube0,0.294545,486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
443,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.671515,2758,
443,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.428485,2357,
444,cube0,0.368485,608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
444,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,
444,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.761818,2907,
445,cube0,0.323030,533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
445,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.656970,2734,
445,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,
446,cube0,0.310909,513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
446,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.443636,2382,
446,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.418788,2341,
447,cube0,0.342424,565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
447,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,
447,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.588485,2621,
448,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
448,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.356364,2238,
448,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.559394,2573,
449,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
449,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.334545,2202,
449,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.676364,2766,
450,cube0,0.332121,548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
450,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,
450,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.373333,2266,
451,cube0,0.375152,619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
451,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.672727,2760,
451,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.507879,2488,
452,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
452,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.576970,2602,
452,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.544848,2549,
453,cube0,0.313939,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
453,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.628485,2687,
453,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.644848,2714,
454,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
454,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.422424,2347,
454,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.790909,2955,
455,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
455,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.767273,2916,
455,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.498182,2472,
456,cube0,0.343636,567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
456,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.489091,2457,
456,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,
457,cube0,0.304848,503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
457,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,
457,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.755152,2896,
458,cube0,0.364848,602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
458,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.509091,2490,
458,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.510909,2493,
459,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
459,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.596970,2635,
459,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,
460,cube0,0.346061,571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
460,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.501818,2478,
460,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.581212,2609,
461,cube0,0.292121,482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
461,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.571515,2593,
461,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.753939,2894,
462,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
462,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.593939,2630,
462,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.530909,2526,
463,cube0,0.292727,483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
463,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.798182,2967,
463,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.631515,2692,
464,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
464,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.895758,3128,
464,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.486667,2453,
465,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
465,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,
465,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.680606,2773,
466,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
466,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.396364,2304,
466,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,
467,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
467,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.452727,2397,
467,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.779394,2936,
468,cube0,0.318182,525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
468,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
468,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.455152,2401,
469,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
469,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.676364,2766,
469,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.590909,2625,
470,cube0,0.329697,544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
470,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.524848,2516,
470,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
471,cube0,0.372121,614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
471,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.599394,2639,
471,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.582424,2611,
472,cube0,0.305455,504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
472,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.841818,3039,
472,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.399394,2309,
473,cube0,0.312121,515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
473,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.775758,2930,
473,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.395151,2302,
474,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
474,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.552121,2561,
474,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.525455,2517,
475,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
475,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.761818,2907,
475,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.609697,2656,
476,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
476,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.541212,2543,
476,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.472121,2429,
477,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
477,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.726061,2848,
477,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.487273,2454,
478,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
478,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.606061,2650,
478,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.806061,2980,
479,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
479,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.613939,2663,
479,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,
480,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
480,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.488485,2456,
480,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.636364,2700,
481,cube0,0.287879,475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
481,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.657576,2735,
481,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.378182,2274,
482,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
482,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.479394,2441,
482,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.592121,2627,
483,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
483,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.553333,2563,
483,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.744848,2879,
484,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
484,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.509091,2490,
484,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.466061,2419,
485,cube0,0.323030,533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
485,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.562424,2578,
485,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.618182,2670,
486,cube0,0.310303,512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
486,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.493333,2464,
486,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,
487,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
487,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.650303,2723,
487,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.776364,2931,
488,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
488,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.520000,2508,
488,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.501212,2477,
489,cube0,0.355152,586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
489,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.676364,2766,
489,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.573333,2596,
490,cube0,0.332727,549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
490,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.410303,2327,
490,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.552121,2561,
491,cube0,0.375758,620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
491,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.487879,2455,
491,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.751515,2890,
492,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
492,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.563030,2579,
492,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.524242,2515,
493,cube0,0.310303,512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
493,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,
493,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.680606,2773,
494,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
494,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.520000,2508,
494,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.559394,2573,
495,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
495,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.800000,2970,
495,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.831515,3022,
496,cube0,0.344242,568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
496,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.440000,2376,
496,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,
497,cube0,0.308485,509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
497,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.481818,2445,
497,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.656364,2733,
498,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
498,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,
498,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.480606,2443,
499,cube0,0.349091,576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
499,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.618182,2670,
499,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.430909,2361,
500,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
500,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.531515,2527,
500,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.854545,3060,
501,cube0,0.289091,477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
501,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.780000,2937,
501,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,
502,cube0,0.346667,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
502,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.370303,2261,
502,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.475152,2434,
503,cube0,0.293939,485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
503,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.534545,2532,
503,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.552121,2561,
504,cube0,0.366061,604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
504,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.670909,2757,
504,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.558788,2572,
505,cube0,0.323030,533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
505,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.589697,2623,
505,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.601212,2642,
506,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
506,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.427879,2356,
506,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.490909,2460,
507,cube0,0.341212,563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
507,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.518182,2505,
507,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.711515,2824,
508,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
508,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.553333,2563,
508,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.594545,2631,
509,cube0,0.352121,581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
509,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.701818,2808,
509,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,
510,cube0,0.333333,550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
510,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.513333,2497,
510,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.850909,3054,
511,cube0,0.371515,613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
511,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.658182,2736,
511,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.743636,2877,
