block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l0a_read_bw(GB/s),aic_l0a_write_bw(GB/s),aic_l0b_read_bw(GB/s),aic_l0b_write_bw(GB/s),aic_l0c_read_bw_cube(GB/s),aic_l0c_write_bw_cube(GB/s),aiv_time(us),aiv_total_cycles,
208,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.687879,2785,
209,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
209,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.805454,2979,
209,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.781212,2939,
210,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
210,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,
210,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.520606,2509,
211,cube0,0.372121,614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
211,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.641212,2708,
211,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.780606,2938,
212,cube0,0.306667,506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
212,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.499394,2474,
212,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.700606,2806,
213,cube0,0.310909,513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
213,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.626667,2684,
213,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.737576,2867,
214,cube0,0.320000,528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
214,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.961818,3237,
214,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.538182,2538,
215,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
215,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.476970,2437,
215,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.632727,2694,
216,cube0,0.338182,558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
216,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.912727,3156,
216,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.909091,3150,
217,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
217,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.423030,2348,
217,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.561818,2577,
218,cube0,0.359394,593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
218,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.596970,2635,
218,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.463636,2415,
219,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
219,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.684848,2780,
219,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.596364,2634,
220,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
220,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.376970,2272,
220,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.549697,2557,
221,cube0,0.289697,478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
221,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.594545,2631,
221,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.755152,2896,
222,cube0,0.343030,566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
222,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.532727,2529,
222,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.401818,2313,
223,cube0,0.291515,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
223,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.638182,2703,
223,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.456364,2403,
224,cube0,0.367879,607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
224,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.464849,2417,
224,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.580606,2608,
225,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
225,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.665455,2748,
225,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.664242,2746,
226,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
226,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,
226,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.539394,2540,
227,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
227,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.635152,2698,
227,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.597576,2636,
228,cube0,0.316364,522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
228,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.469091,2424,
228,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.404848,2318,
229,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
229,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.741212,2873,
229,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.666667,2750,
230,cube0,0.329697,544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
230,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.560000,2574,
230,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.521212,2510,
231,cube0,0.373333,616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
231,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.627879,2686,
231,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.598788,2638,
232,cube0,0.302424,499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
232,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.532727,2529,
232,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.761818,2907,
233,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
233,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.606061,2650,
233,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.688485,2786,
234,cube0,0.319394,527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
234,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.527879,2521,
234,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.547273,2553,
235,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
235,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.636364,2700,
235,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.564849,2582,
236,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
236,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.667879,2752,
236,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.535151,2533,
237,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
237,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.660000,2739,
237,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.607879,2653,
238,cube0,0.373333,616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
238,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,
238,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.589091,2622,
239,cube0,0.353333,583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
239,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.721212,2840,
239,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.720000,2838,
240,cube0,0.352727,582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
240,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.582424,2611,
240,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.415151,2335,
241,cube0,0.289697,478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
241,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.615152,2665,
241,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.507879,2488,
242,cube0,0.356364,588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
242,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.648485,2720,
242,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.570909,2592,
243,cube0,0.295758,488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
243,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.742424,2875,
243,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.679394,2771,
244,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
244,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.789091,2952,
244,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.838788,3034,
245,cube0,0.323636,534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
245,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.404242,2317,
245,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,
246,cube0,0.311515,514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
246,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.564242,2581,
246,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.749697,2887,
247,cube0,0.342424,565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
247,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.638788,2704,
247,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.483030,2447,
248,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
248,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,
248,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.512727,2496,
249,cube0,0.352121,581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
249,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.790909,2955,
249,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.653333,2728,
250,cube0,0.329091,543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
250,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.548485,2555,
250,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.429697,2359,
251,cube0,0.373939,617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
251,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.689697,2788,
251,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.692727,2793,
252,cube0,0.305455,504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
252,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.481212,2444,
252,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.754545,2895,
253,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
253,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.523030,2513,
253,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.562424,2578,
254,cube0,0.321212,530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
254,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,
254,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.512121,2495,
255,cube0,0.348485,575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
255,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,
255,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.578182,2604,
256,cube0,0.340000,561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
256,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.693939,2795,
256,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,
257,cube0,0.305455,504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
257,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.626667,2684,
257,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.730909,2856,
258,cube0,0.366061,604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
258,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
258,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.555758,2567,
259,cube0,0.358182,591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
259,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.743030,2876,
259,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.727273,2850,
260,cube0,0.375758,620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
260,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.553939,2564,
260,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,
261,cube0,0.289697,478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
261,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.715758,2831,
261,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.675758,2765,
262,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
262,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.441212,2378,
262,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.942424,3205,
263,cube0,0.290909,480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
263,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.560606,2575,
263,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.612121,2660,
264,cube0,0.366667,605,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
264,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.545455,2550,
264,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.848485,3050,
265,cube0,0.321818,531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
265,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.643030,2711,
265,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.544242,2548,
266,cube0,0.310909,513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
266,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.844242,3043,
266,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.841212,3038,
267,cube0,0.339394,560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
267,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.565455,2583,
267,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.520000,2508,
268,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
268,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.371515,2263,
268,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.507273,2487,
269,cube0,0.352121,581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
269,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.515758,2501,
269,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.538788,2539,
270,cube0,0.333333,550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
270,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.540606,2542,
270,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.819394,3002,
271,cube0,0.370909,612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
271,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.732727,2859,
271,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.566667,2585,
272,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
272,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.460000,2409,
272,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.670909,2757,
273,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
273,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.603030,2645,
273,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.721818,2841,
274,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
274,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.557576,2570,
274,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.517576,2504,
275,cube0,0.355152,586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
275,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,
275,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,
276,cube0,0.337576,557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
276,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.903636,3141,
276,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.499394,2474,
277,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
277,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.528485,2522,
277,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.506667,2486,
278,cube0,0.359394,593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
278,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.515758,2501,
278,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.385455,2286,
279,cube0,0.350303,578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
279,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.551515,2560,
279,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,
280,cube0,0.351515,580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
280,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.543030,2546,
280,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.584849,2615,
281,cube0,0.292727,483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
281,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.646061,2716,
281,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.610909,2658,
282,cube0,0.343636,567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
282,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.581818,2610,
282,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.569091,2589,
283,cube0,0.296970,490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
283,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.829091,3018,
283,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.666061,2749,
284,cube0,0.368485,608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
284,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.701212,2807,
284,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.844242,3043,
285,cube0,0.322424,532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
285,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.411515,2329,
285,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.536970,2536,
286,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
286,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.928485,3182,
286,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.855152,3061,
287,cube0,0.338788,559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
287,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.547879,2554,
287,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.453939,2399,
288,cube0,0.315152,520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
288,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.470909,2427,
288,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.527273,2520,
289,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
289,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.632121,2693,
289,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.665455,2748,
290,cube0,0.328485,542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
290,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.516970,2503,
290,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.821212,3005,
291,cube0,0.370909,612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
291,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.675151,2764,
291,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.528485,2522,
292,cube0,0.306061,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
292,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.422424,2347,
292,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.748485,2885,
293,cube0,0.309091,510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
293,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.365455,2253,
293,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.716364,2832,
294,cube0,0.320606,529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
294,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.496364,2469,
294,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.475758,2435,
295,cube0,0.350909,579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
295,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.657576,2735,
295,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.510909,2493,
296,cube0,0.341212,563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
296,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.621212,2675,
296,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.457576,2405,
297,cube0,0.307879,508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
297,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.576364,2601,
297,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.435151,2368,
298,cube0,0.362424,598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
298,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.443030,2381,
298,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.413333,2332,
299,cube0,0.354545,585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
299,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.682424,2776,
299,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.630303,2690,
300,cube0,0.347879,574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
300,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.558182,2571,
300,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.572727,2595,
301,cube0,0.294545,486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
301,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
301,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.612121,2660,
302,cube0,0.347273,573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
302,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.579394,2606,
302,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.881818,3105,
303,cube0,0.295152,487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
303,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.813939,2993,
303,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.513939,2498,
304,cube0,0.365455,603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
304,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.787273,2949,
304,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.909697,3151,
305,cube0,0.321212,530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
305,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.444242,2383,
305,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,
306,cube0,0.312727,516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
306,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.972121,3254,
306,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.887879,3115,
307,cube0,0.340606,562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
307,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.585455,2616,
307,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.500606,2476,
308,cube0,0.315758,521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
308,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.450303,2393,
308,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.417576,2339,
309,cube0,0.361212,596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
309,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.529697,2524,
309,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.570303,2591,
310,cube0,0.330909,546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
310,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.494545,2466,
310,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.519394,2507,
311,cube0,0.372727,615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
311,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.632727,2694,
311,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.829091,3018,
312,cube0,0.307273,507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
312,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.533333,2530,
312,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.679394,2771,
313,cube0,0.309697,511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
313,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.543636,2547,
313,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.595152,2632,
314,cube0,0.318788,526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
314,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.489697,2458,
314,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.390909,2295,
315,cube0,0.352727,582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
315,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.596970,2635,
315,vector1,NA,NA,NA,NA,NA,NA,NA,NA,1.476970,2437,
316,cube0,0.344242,568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NA,NA,
316,vector0,NA,NA,NA,NA,NA,NA,NA,NA,1.536364,2535,
