block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.020000,44583,14.275758,0.269354,10.253940,0.193471,31.249899,5.030303,0.094911,63.700848,0.000000,1.775151,0.033493,0.195152,0.532727,0.000000,0.000000,0.000000,18.850304,0.331515,0.000000,
14,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.596970,43885,14.275758,0.269354,10.738182,0.202607,29.840672,5.008485,0.094500,63.978344,0.000000,1.801212,0.033985,0.195152,0.532727,0.000000,0.000000,0.000000,18.778788,0.331515,0.000000,
15,cube0,0.503030,830,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.466061,0.008794,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.128485,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.747879,44134,14.275758,0.269354,10.612727,0.200240,30.193424,10.035151,0.189342,31.931213,0.000000,1.895758,0.035769,0.195152,0.532727,0.000000,0.000000,0.000000,18.718182,0.331515,0.000000,
15,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.879395,44351,14.275758,0.269354,9.980000,0.188302,32.107674,9.876364,0.186346,32.444588,0.000000,2.118182,0.039966,0.195152,0.532727,0.000000,0.000000,0.000000,18.861818,0.331515,0.000000,
16,cube0,0.478182,789,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.437576,0.008256,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.113939,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.876970,44347,14.275758,0.269354,9.650303,0.182081,33.204613,9.478182,0.178834,33.807598,0.000000,1.986061,0.037473,0.195152,0.532727,0.000000,0.000000,0.000000,19.487879,0.331515,0.000000,
16,vector1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.788485,42551,14.275758,0.269354,9.849091,0.185832,32.534435,9.709091,0.183190,33.003559,0.000000,1.893333,0.035723,0.195152,0.532727,0.000000,0.000000,0.000000,19.761211,0.331515,0.000000,
17,cube0,0.459394,758,0.000000,0.000000,0.003030,0.000057,0.002424,0.000046,0.001212,0.000023,393.390656,0.000606,0.000011,0.000000,0.000000,0.408485,0.007707,0.044242,0.067273,0.000000,0.000000,0.000000,0.000000,0.126061,0.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.401817,43563,14.275758,0.269354,10.404243,0.196306,30.798452,5.258182,0.099211,60.940186,0.000000,1.947879,0.036752,0.195152,0.532727,0.000000,0.000000,0.000000,19.488485,0.331515,0.000000,
